Reading MNIST images from mnist-data/t10k-images.idx3-ubyte...
Image dimensions: 28 x 28
Loaded 10000 images
Reading MNIST labels from mnist-data/t10k-labels-idx1-ubyte/t10k-labels-idx1-ubyte...
Loaded 20000 labels
Model created with 2 layers
Layer 0: 784 inputs, 8 neurons
Layer 1: 8 inputs, 10 neurons
Number of parameters: 6370
Loading model from file ./models/model_20260320_184837_h8.mdl

Running inference on 10000 images...

Image 0: Predicted digit = 0, Confidence = 0.1471, True label = 0 (Correct)
Image 57: Predicted digit = 0, Confidence = 0.9976, True label = 0 (Correct)
Image 58: Predicted digit = 0, Confidence = 0.4176, True label = 0 (Correct)
Image 59: Predicted digit = 0, Confidence = 0.9986, True label = 0 (Correct)
Image 60: Predicted digit = 0, Confidence = 0.9996, True label = 0 (Correct)
Image 61: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 62: Predicted digit = 0, Confidence = 0.9993, True label = 0 (Correct)
Image 63: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 64: Predicted digit = 0, Confidence = 0.9981, True label = 0 (Correct)
Image 65: Predicted digit = 0, Confidence = 0.7858, True label = 0 (Correct)
Image 66: Predicted digit = 0, Confidence = 0.9988, True label = 0 (Correct)
Image 67: Predicted digit = 0, Confidence = 0.9597, True label = 0 (Correct)
Image 68: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 69: Predicted digit = 0, Confidence = 0.8545, True label = 0 (Correct)
Image 70: Predicted digit = 0, Confidence = 0.8816, True label = 0 (Correct)
Image 71: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 72: Predicted digit = 0, Confidence = 0.3282, True label = 0 (Correct)
Image 73: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 74: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 75: Predicted digit = 0, Confidence = 0.9993, True label = 0 (Correct)
Image 76: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 77: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 78: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 79: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 80: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 81: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 82: Predicted digit = 0, Confidence = 0.9996, True label = 0 (Correct)
Image 83: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 84: Predicted digit = 0, Confidence = 0.9787, True label = 0 (Correct)
Image 85: Predicted digit = 0, Confidence = 0.7618, True label = 0 (Correct)
Image 86: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 87: Predicted digit = 0, Confidence = 0.9954, True label = 0 (Correct)
Image 88: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 89: Predicted digit = 0, Confidence = 0.9991, True label = 0 (Correct)
Image 90: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 91: Predicted digit = 0, Confidence = 0.9844, True label = 0 (Correct)
Image 92: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 93: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 94: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 95: Predicted digit = 0, Confidence = 0.9995, True label = 0 (Correct)
Image 96: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 97: Predicted digit = 0, Confidence = 0.9984, True label = 0 (Correct)
Image 98: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 99: Predicted digit = 0, Confidence = 0.9988, True label = 0 (Correct)
Image 100: Predicted digit = 0, Confidence = 0.9991, True label = 0 (Correct)
Image 101: Predicted digit = 0, Confidence = 0.9980, True label = 0 (Correct)
Image 102: Predicted digit = 0, Confidence = 0.7273, True label = 0 (Correct)
Image 103: Predicted digit = 0, Confidence = 0.5776, True label = 0 (Correct)
Image 104: Predicted digit = 0, Confidence = 0.9159, True label = 0 (Correct)
Image 105: Predicted digit = 0, Confidence = 0.9817, True label = 0 (Correct)
Image 106: Predicted digit = 0, Confidence = 0.7572, True label = 0 (Correct)
Image 107: Predicted digit = 0, Confidence = 0.9761, True label = 0 (Correct)
Image 108: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 109: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 110: Predicted digit = 0, Confidence = 0.4238, True label = 0 (Correct)
Image 111: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 112: Predicted digit = 0, Confidence = 0.9989, True label = 0 (Correct)
Image 113: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 114: Predicted digit = 0, Confidence = 0.9784, True label = 0 (Correct)
Image 115: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 116: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 117: Predicted digit = 0, Confidence = 0.8663, True label = 0 (Correct)
Image 118: Predicted digit = 0, Confidence = 0.9977, True label = 0 (Correct)
Image 119: Predicted digit = 0, Confidence = 0.9947, True label = 0 (Correct)
Image 120: Predicted digit = 0, Confidence = 0.9933, True label = 0 (Correct)
Image 121: Predicted digit = 0, Confidence = 0.9994, True label = 0 (Correct)
Image 122: Predicted digit = 0, Confidence = 0.9828, True label = 0 (Correct)
Image 123: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 124: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 125: Predicted digit = 0, Confidence = 0.9984, True label = 0 (Correct)
Image 126: Predicted digit = 0, Confidence = 0.9829, True label = 0 (Correct)
Image 127: Predicted digit = 0, Confidence = 0.9954, True label = 0 (Correct)
Image 128: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 129: Predicted digit = 0, Confidence = 0.7207, True label = 0 (Correct)
Image 130: Predicted digit = 0, Confidence = 0.9994, True label = 0 (Correct)
Image 131: Predicted digit = 0, Confidence = 0.9977, True label = 0 (Correct)
Image 132: Predicted digit = 0, Confidence = 0.9852, True label = 0 (Correct)
Image 133: Predicted digit = 0, Confidence = 0.8858, True label = 0 (Correct)
Image 134: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 135: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 136: Predicted digit = 0, Confidence = 0.9996, True label = 0 (Correct)
Image 137: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 138: Predicted digit = 0, Confidence = 0.9953, True label = 0 (Correct)
Image 139: Predicted digit = 0, Confidence = 0.9968, True label = 0 (Correct)
Image 140: Predicted digit = 0, Confidence = 0.9989, True label = 0 (Correct)
Image 141: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 142: Predicted digit = 0, Confidence = 0.9930, True label = 0 (Correct)
Image 143: Predicted digit = 0, Confidence = 0.9991, True label = 0 (Correct)
Image 144: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 145: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 146: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 147: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 148: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 149: Predicted digit = 0, Confidence = 0.8194, True label = 0 (Correct)
Image 150: Predicted digit = 0, Confidence = 0.9536, True label = 0 (Correct)
Image 151: Predicted digit = 0, Confidence = 0.9788, True label = 0 (Correct)
Image 152: Predicted digit = 0, Confidence = 0.8304, True label = 0 (Correct)
Image 153: Predicted digit = 0, Confidence = 0.8177, True label = 0 (Correct)
Image 154: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 155: Predicted digit = 0, Confidence = 0.3198, True label = 0 (Correct)
Image 156: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 157: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 158: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 159: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 160: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 161: Predicted digit = 0, Confidence = 0.9753, True label = 0 (Correct)
Image 162: Predicted digit = 0, Confidence = 0.9308, True label = 0 (Correct)
Image 163: Predicted digit = 0, Confidence = 0.9795, True label = 0 (Correct)
Image 164: Predicted digit = 0, Confidence = 0.9962, True label = 0 (Correct)
Image 165: Predicted digit = 0, Confidence = 0.9991, True label = 0 (Correct)
Image 166: Predicted digit = 0, Confidence = 0.8770, True label = 0 (Correct)
Image 167: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 168: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 169: Predicted digit = 0, Confidence = 0.9987, True label = 0 (Correct)
Image 170: Predicted digit = 0, Confidence = 0.9982, True label = 0 (Correct)
Image 171: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 172: Predicted digit = 0, Confidence = 0.7844, True label = 0 (Correct)
Image 173: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 174: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 175: Predicted digit = 0, Confidence = 0.8165, True label = 0 (Correct)
Image 176: Predicted digit = 0, Confidence = 0.9968, True label = 0 (Correct)
Image 177: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 178: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 179: Predicted digit = 0, Confidence = 0.9986, True label = 0 (Correct)
Image 180: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 181: Predicted digit = 0, Confidence = 0.9626, True label = 0 (Correct)
Image 182: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 183: Predicted digit = 0, Confidence = 0.9988, True label = 0 (Correct)
Image 184: Predicted digit = 0, Confidence = 0.1340, True label = 0 (Correct)
Image 185: Predicted digit = 0, Confidence = 0.9118, True label = 0 (Correct)
Image 186: Predicted digit = 0, Confidence = 0.9956, True label = 0 (Correct)
Image 187: Predicted digit = 0, Confidence = 0.9216, True label = 0 (Correct)
Image 188: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 189: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 190: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 191: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 192: Predicted digit = 0, Confidence = 0.9846, True label = 0 (Correct)
Image 193: Predicted digit = 0, Confidence = 0.9810, True label = 0 (Correct)
Image 194: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 195: Predicted digit = 0, Confidence = 0.1404, True label = 0 (Correct)
Image 196: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 197: Predicted digit = 0, Confidence = 0.9759, True label = 0 (Correct)
Image 198: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 199: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 200: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 201: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 202: Predicted digit = 0, Confidence = 0.9975, True label = 0 (Correct)
Image 203: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 204: Predicted digit = 0, Confidence = 0.9839, True label = 0 (Correct)
Image 205: Predicted digit = 0, Confidence = 0.9794, True label = 0 (Correct)
Image 206: Predicted digit = 0, Confidence = 0.9991, True label = 0 (Correct)
Image 207: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 208: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 209: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 210: Predicted digit = 7, Confidence = 0.1026, True label = 0 (Incorrect)
Image 211: Predicted digit = 0, Confidence = 0.9917, True label = 0 (Correct)
Image 212: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 213: Predicted digit = 0, Confidence = 0.9266, True label = 0 (Correct)
Image 214: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 215: Predicted digit = 0, Confidence = 0.9760, True label = 0 (Correct)
Image 216: Predicted digit = 0, Confidence = 0.2236, True label = 0 (Correct)
Image 217: Predicted digit = 0, Confidence = 0.9994, True label = 0 (Correct)
Image 218: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 219: Predicted digit = 0, Confidence = 0.9397, True label = 0 (Correct)
Image 220: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 221: Predicted digit = 0, Confidence = 0.9922, True label = 0 (Correct)
Image 222: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 223: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 224: Predicted digit = 0, Confidence = 0.9627, True label = 0 (Correct)
Image 225: Predicted digit = 0, Confidence = 0.9901, True label = 0 (Correct)
Image 226: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 227: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 228: Predicted digit = 0, Confidence = 0.9996, True label = 0 (Correct)
Image 229: Predicted digit = 0, Confidence = 0.8824, True label = 0 (Correct)
Image 230: Predicted digit = 0, Confidence = 0.8896, True label = 0 (Correct)
Image 231: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 232: Predicted digit = 0, Confidence = 0.9986, True label = 0 (Correct)
Image 233: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 234: Predicted digit = 0, Confidence = 0.9949, True label = 0 (Correct)
Image 235: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 236: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 237: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 238: Predicted digit = 0, Confidence = 0.9529, True label = 0 (Correct)
Image 239: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 240: Predicted digit = 0, Confidence = 0.9838, True label = 0 (Correct)
Image 241: Predicted digit = 0, Confidence = 0.9985, True label = 0 (Correct)
Image 242: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 243: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 244: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 245: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 246: Predicted digit = 0, Confidence = 0.9996, True label = 0 (Correct)
Image 247: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 248: Predicted digit = 0, Confidence = 0.9987, True label = 0 (Correct)
Image 249: Predicted digit = 0, Confidence = 0.9996, True label = 0 (Correct)
Image 250: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 251: Predicted digit = 0, Confidence = 0.9212, True label = 0 (Correct)
Image 252: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 253: Predicted digit = 0, Confidence = 0.9837, True label = 0 (Correct)
Image 254: Predicted digit = 0, Confidence = 0.9858, True label = 0 (Correct)
Image 255: Predicted digit = 0, Confidence = 0.9921, True label = 0 (Correct)
Image 256: Predicted digit = 0, Confidence = 0.8733, True label = 0 (Correct)
Image 257: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 258: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 259: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 260: Predicted digit = 0, Confidence = 0.3872, True label = 0 (Correct)
Image 261: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 262: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 263: Predicted digit = 0, Confidence = 0.6589, True label = 0 (Correct)
Image 264: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 265: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 266: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 267: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 268: Predicted digit = 0, Confidence = 0.4799, True label = 0 (Correct)
Image 269: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 270: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 271: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 272: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 273: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 274: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 275: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 276: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 277: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 278: Predicted digit = 0, Confidence = 0.9905, True label = 0 (Correct)
Image 279: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 280: Predicted digit = 0, Confidence = 0.9846, True label = 0 (Correct)
Image 281: Predicted digit = 0, Confidence = 0.8890, True label = 0 (Correct)
Image 282: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 283: Predicted digit = 0, Confidence = 0.8483, True label = 0 (Correct)
Image 284: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 285: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 286: Predicted digit = 0, Confidence = 0.9900, True label = 0 (Correct)
Image 287: Predicted digit = 0, Confidence = 0.4785, True label = 0 (Correct)
Image 288: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 289: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 290: Predicted digit = 0, Confidence = 0.9091, True label = 0 (Correct)
Image 291: Predicted digit = 0, Confidence = 0.9983, True label = 0 (Correct)
Image 292: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 293: Predicted digit = 0, Confidence = 0.9998, True label = 0 (Correct)
Image 294: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 295: Predicted digit = 0, Confidence = 0.6671, True label = 0 (Correct)
Image 296: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 297: Predicted digit = 0, Confidence = 0.8886, True label = 0 (Correct)
Image 298: Predicted digit = 0, Confidence = 0.9852, True label = 0 (Correct)
Image 299: Predicted digit = 0, Confidence = 0.9710, True label = 0 (Correct)
Image 300: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 301: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 302: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 303: Predicted digit = 0, Confidence = 0.7216, True label = 0 (Correct)
Image 304: Predicted digit = 0, Confidence = 0.9983, True label = 0 (Correct)
Image 305: Predicted digit = 0, Confidence = 0.7910, True label = 0 (Correct)
Image 306: Predicted digit = 0, Confidence = 0.9978, True label = 0 (Correct)
Image 307: Predicted digit = 0, Confidence = 0.9682, True label = 0 (Correct)
Image 308: Predicted digit = 0, Confidence = 0.9875, True label = 0 (Correct)
Image 309: Predicted digit = 0, Confidence = 0.9995, True label = 0 (Correct)
Image 310: Predicted digit = 0, Confidence = 0.9068, True label = 0 (Correct)
Image 311: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 312: Predicted digit = 0, Confidence = 0.9950, True label = 0 (Correct)
Image 313: Predicted digit = 0, Confidence = 0.5464, True label = 0 (Correct)
Image 314: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 315: Predicted digit = 0, Confidence = 0.9792, True label = 0 (Correct)
Image 316: Predicted digit = 0, Confidence = 0.9994, True label = 0 (Correct)
Image 317: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 318: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 319: Predicted digit = 0, Confidence = 0.9738, True label = 0 (Correct)
Image 320: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 321: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 322: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 323: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 324: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 325: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 326: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 327: Predicted digit = 0, Confidence = 0.9978, True label = 0 (Correct)
Image 328: Predicted digit = 0, Confidence = 0.9994, True label = 0 (Correct)
Image 329: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 330: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 331: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 332: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 333: Predicted digit = 0, Confidence = 0.9981, True label = 0 (Correct)
Image 334: Predicted digit = 0, Confidence = 0.9965, True label = 0 (Correct)
Image 335: Predicted digit = 0, Confidence = 0.4497, True label = 0 (Correct)
Image 336: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 337: Predicted digit = 0, Confidence = 0.8988, True label = 0 (Correct)
Image 338: Predicted digit = 0, Confidence = 0.9992, True label = 0 (Correct)
Image 339: Predicted digit = 0, Confidence = 0.9999, True label = 0 (Correct)
Image 340: Predicted digit = 0, Confidence = 0.9972, True label = 0 (Correct)
Image 341: Predicted digit = 0, Confidence = 0.9233, True label = 0 (Correct)
Image 342: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 343: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 344: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 345: Predicted digit = 0, Confidence = 0.9997, True label = 0 (Correct)
Image 346: Predicted digit = 0, Confidence = 0.9936, True label = 0 (Correct)
Image 347: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 348: Predicted digit = 0, Confidence = 0.9991, True label = 0 (Correct)
Image 349: Predicted digit = 0, Confidence = 0.9988, True label = 0 (Correct)
Image 350: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 351: Predicted digit = 0, Confidence = 0.9840, True label = 0 (Correct)
Image 352: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 353: Predicted digit = 0, Confidence = 1.0000, True label = 0 (Correct)
Image 354: Predicted digit = 0, Confidence = 0.7609, True label = 0 (Correct)
Image 355: Predicted digit = 0, Confidence = 0.9791, True label = 0 (Correct)
